"";"Res.no";"Agr..no";"Driver.ID";"Days";"Agent.group";"Driver.Country_Disp";"Driver.Age";"Pre.paid.Amount";"First.Licence.Year";"Check.out.Date";"Check.out.Time";"Booking.Date";"Booking.Time";"AD";"B";"BC";"BE";"BF";"BO";"BR";"BS";"CS";"DI";"FDW";"LD";"NV";"PAI";"SC";"SS";"SUB";"TF";"TG";"UPS";"Upgra";"C.O.Mileage";"Check.out.Station";"Group";"Charged.group";"Internet.Insurance.Net.Revenue";"Internet.Non.Insurance.Net.Revenue";"Rental_Cost_Res";"Sales.Channel.2";"Segment";"Past.Rentals.Entry";"Manufacturer";"Color";"Rate.title";"Status";"OnDesk.Insurance.Net.Revenue";"OnDesk.Non.Insurance.Net.Revenue"
"24005";"RES-347226";"SM503-4853";433281;7;"Sixt";"United States of America";"49";"0.00";"2019";"2/6/2022";14;"30/5/2022";2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"42431";"503";"CXAR";"CXMR";"0.00";"0.00";"604.49";"Retail-Sixt-Sixt";"Retail";0;"Mazda";"Grey";"Sixt Import Rates";"IN";"0.00";"195.01"
"59066";"RES-386319";"NULL";475752;5;"Sixt";"Italy";"21";"0.00";"NULL";"7/9/2022";21;"23/8/2022";17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"712";"MDMR";"MDMR";"0.00";"60.50";"246.83";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"5466";"RES-339409";"SM002-79332";347334;7;"Online Broker";"Israel";"58";"570.61";"2019";"18/7/2022";15;"23/5/2022";13;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"20718";"2";"CCMR";"CCMR";"33.88";"0.00";"468.90";"Retail Brokers Sixt";"Retail";1;"Renault";"White";"Sixt Import Rates";"IN";"41.77";"25.40"
"1860";"RES-348791";"SM002-74878";201488;2;"NULL";"Egypt";"52";"94.04";"2022";"2/6/2022";12;"1/6/2022";15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"783";"2";"CXMR";"MDMR";"0.00";"0.00";"75.84";"Retail Brokers Sixt";"Retail";6;"Mercedes -Benz";"White";"Sixt Import Rates";"IN";"40.16";"68.55"
"46830";"RES-382185";"SM312-18890";471159;7;"Sixt";"France";"42";"0.00";"2022";"18/8/2022";11;"15/8/2022";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"8289";"312";"MDMR";"MDMR";"0.00";"25.40";"330.69";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"Grey";"Sixt Import Rates";"IN";"61.53";"0.00"
"24970";"RES-342701";"SM609-12744";428862;7;"Sixt";"Italy";"41";"0.00";"2022";"29/6/2022";19;"24/5/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"6627";"609";"MDMR";"MDMR";"0.00";"0.00";"189.75";"Retail Brokers Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"82.65";"0.00"
"32177";"RES-369153";"SM609-13204";456361;2;"Sixt";"Armenia";"44";"0.00";"2022";"15/7/2022";10;"14/7/2022";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1193";"609";"FFAR";"FFAR";"0.00";"0.00";"336.82";"Retail-Sixt-Sixt";"Retail";0;"Skoda";"Black";"Sixt Import Rates";"IN";"89.60";"0.00"
"11462";"RES-337765";"SM3MO-1532";415540;30;"Walk in";"Greece";"42";"0.00";"2022";"18/7/2022";15;"20/5/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"5340";"003-MO";"MDAE";"MDAE";"0.00";"0.00";"360.00";"Corporate-Call center-Call center";"Corporate";1;"Fiat";"Grey";"Walk In Rates";"IN";"0.00";"0.00"
"40299";"RES-365015";"SM003-32691";451815;8;"Sixt";"United Kingdom";"52";"0.00";"2019";"10/7/2022";16;"6/7/2022";14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"59253";"3";"JFAR";"CXAR";"0.00";"0.00";"573.15";"Retail-Sixt-Sixt";"Retail";0;"MINI";"Grey";"Sixt Import Rates";"IN";"128.40";"0.00"
"63068";"NULL";"SM802-10467";481950;8;"Walk in";"France";"28";"0.00";"2022";"4/9/2022";21;"4/9/2022";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"5311";"802";"MDMR";"MDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Fiat";"Blue";"Walk In Rates";"IN";"NULL";"NULL"
"40753";"RES-365329";"SM312-17736";452136;13;"Sixt";"United States of America";"35";"0.00";"2019";"15/7/2022";19;"7/7/2022";5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"77369";"312";"JFAR";"JFAR";"0.00";"47.19";"1307.44";"Retail Brokers Sixt";"Retail";0;"MINI";"Blue";"Sixt Import Rates";"IN";"57.66";"115.72"
"49034";"RES-388131";"NULL";477758;4;"Online Broker";"Blank";"NULL";"232.98";"NULL";"18/9/2022";13;"28/8/2022";9;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"701";"EDAR";"EDAR";"19.36";"0.00";"209.68";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"54167";"RES-396293";"SM609-15461";487295;27;"Sixt";"France";"51";"0.00";"2019";"17/9/2022";14;"15/9/2022";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"54828";"609";"EDMR";"EDMR";"0.00";"0.00";"933.88";"Retail-Sixt-Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"0.00";"65.00"
"13292";"RES-329071";"SM002-81488";412371;9;"Sixt";"France";"33";"0.00";"2019";"13/8/2022";19;"9/4/2022";17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"58776";"2";"MDMR";"MDMR";"0.00";"32.67";"630.29";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"27900";"RES-349966";"SM503-5210";435915;7;"Sixt";"Netherlands";"51";"0.00";"2019";"11/6/2022";13;"3/6/2022";14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"60728";"503";"CDMR";"CDMR";"0.00";"0.00";"312.38";"Retail-Sixt-Sixt";"Retail";0;"Kia";"White";"Sixt Import Rates";"IN";"98.31";"0.00"
"65820";"NULL";"SM812-6069";451151;3;"Walk in";"France";"22";"0.00";"2019";"5/7/2022";11;"5/7/2022";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"33544";"812";"MDMR";"MDMR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";0;"Peugeot";"White";"Walk In Rates";"IN";"NULL";"NULL"
"61307";"RES-390111";"SM802-10471";479924;11;"Sixt";"France";"27";"0.00";"2019";"5/9/2022";11;"1/9/2022";11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"31472";"802";"MDMR";"MDMR";"0.00";"0.00";"232.51";"Retail Brokers Sixt";"Retail";0;"VW";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"16911";"RES-344734";"SM712-18134";429970;5;"Sixt";"France";"39";"0.00";"2021";"10/8/2022";13;"25/5/2022";17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"7424";"712";"EDAR";"CCAR";"17.75";"0.00";"228.42";"Retail-Sixt-Sixt";"Retail";1;"Opel";"Blue";"Sixt Import Rates";"IN";"47.63";"0.00"
"24731";"RES-357297";"SM002-76516";443785;1;"NULL";"United States of America";"39";"109.70";"2019";"20/6/2022";13;"20/6/2022";6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"59868";"2";"PDAR";"PSAR";"0.00";"0.00";"88.47";"Retail Brokers Sixt";"Retail";0;"BMW";"Black";"Sixt Import Rates";"IN";"0.00";"0.00"
"57484";"RES-390512";"SM302-39793";480360;7;"Sixt";"France";"27";"0.00";"2022";"5/9/2022";18;"2/9/2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"6016";"302";"CDAR";"CDAR";"0.00";"0.00";"330.60";"Retail-Sixt-Sixt";"Retail";0;"Skoda";"White";"Sixt Import Rates";"IN";"87.85";"0.00"
"8654";"RES-394483";"SM503-8973";396304;9;"Sixt";"Greece";"28";"0.00";"2018";"12/9/2022";13;"11/9/2022";10;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"43671";"503";"CXAR";"EDAR";"64.62";"0.00";"379.40";"Retail-Sixt-Sixt";"Retail";5;"Audi";"Black";"Sixt Import Rates";"IN";"143.05";"131.72"
"12300";"RES-340931";"SM002-77659";413240;3;"Sixt";"United States of America";"61";"0.00";"2019";"30/6/2022";13;"24/5/2022";9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"47003";"2";"XFAR";"XFAR";"0.00";"10.89";"696.28";"Retail-Sixt-Sixt";"Retail";0;"BMW";"Black";"Sixt Import Rates";"IN";"267.37";"0.00"
"30077";"RES-381112";"SM002-81471";446608;15;"Sixt";"Ireland";"52";"0.00";"2022";"13/8/2022";16;"12/8/2022";15;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"6567";"2";"FFAR";"IFMR";"284.55";"0.00";"1562.53";"Retail-Sixt-Sixt";"Retail";0;"BMW";"Grey";"Sixt Import Rates";"IN";"0.00";"393.55"
"55454";"RES-389873";"SM503-9403";479678;10;"NULL";"Germany";"34";"246.39";"2019";"22/9/2022";14;"31/8/2022";22;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"42142";"503";"EDMR";"EDMR";"0.00";"0.00";"203.06";"Retail Brokers Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"0.00";"36.29"
"44961";"RES-377754";"NULL";466038;10;"Sixt";"United States of America";"NULL";"0.00";"NULL";"10/9/2022";10;"4/8/2022";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"2";"MDMR";"MDMR";"0.00";"0.00";"274.63";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"11559";"RES-313645";"SM3MO-1452";332875;11;"Corporate";"Greece";"60";"1955.00";"2019";"8/7/2022";8;"31/1/2022";14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"42860";"003-MO";"EDMR";"EDMR";"0.00";"0.00";"1576.61";"Retail-Call center-Call center";"Retail";1;"Nissan";"White";"Leaseplan rates";"IN";"0.00";"0.00"
"43856";"RES-372601";"SM611-3671";460140;6;"Sixt";"Netherlands";"61";"0.00";"2019";"11/8/2022";12;"22/7/2022";14;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"56353";"611";"EDMR";"MDMR";"57.42";"0.00";"386.75";"Retail-Sixt-Sixt";"Retail";0;"Nissan";"White";"Sixt Import Rates";"IN";"45.00";"0.00"
"29255";"RES-362938";"NULL";449689;13;"NULL";"France";"NULL";"541.50";"NULL";"4/9/2022";15;"2/7/2022";11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"302";"CDAR";"CDAR";"0.00";"0.00";"436.69";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"8743";"RES-318964";"NULL";402995;10;"Online Broker";"Blank";"NULL";"432.31";"NULL";"21/8/2022";10;"1/3/2022";11;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"503";"CDMR";"CDMR";"56.50";"0.00";"348.64";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"18551";"RES-336678";"SM802-9744";422222;4;"Travel Corporate Agencies";"Greece";"58";"329.47";"2019";"21/7/2022";19;"13/5/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"34228";"802";"EDAR";"EDAR";"0.00";"0.00";"272.76";"Retail-Call center-Call center";"Retail";0;"Peugeot";"Red";"Economy Travel Market rates ";"IN";"41.73";"14.44"
"37610";"RES-368356";"SM503-6924";455477;11;"Sixt";"United States of America";"53";"0.00";"2021";"21/7/2022";10;"12/7/2022";18;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"26535";"503";"CCMR";"CDMR";"122.87";"0.00";"662.99";"Retail-Sixt-Sixt";"Retail";0;"Renault";"White";"Sixt Import Rates";"IN";"48.78";"0.00"
"51811";"RES-376547";"SM712-19142";464713;7;"Sixt";"Monaco";"61";"0.00";"2019";"16/9/2022";18;"1/8/2022";17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"59180";"712";"EDMR";"EDMR";"0.00";"0.00";"212.73";"Retail-Sixt-Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"15.10"
"65106";"NULL";"SM302-36812";457258;7;"Walk in";"Netherlands";"27";"0.00";"2021";"16/7/2022";11;"16/7/2022";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"22838";"302";"CDMR";"CDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Hyundai";"White";"Walk In Rates";"IN";"NULL";"NULL"
"21739";"RES-348821";"NULL";434851;1;"NULL";"United States of America";"NULL";"96.12";"NULL";"6/7/2022";7;"1/6/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"312";"EDMR";"EDMR";"0.00";"0.00";"77.52";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"30967";"RES-362724";"SM503-7600";449456;12;"Sixt";"Israel";"48";"0.00";"2019";"6/8/2022";18;"2/7/2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"71676";"503";"CCMR";"MDMR";"0.00";"0.00";"731.04";"Retail Brokers Sixt";"Retail";0;"Renault";"White";"Sixt Import Rates";"IN";"148.06";"299.04"
"29746";"RES-363128";"NULL";449907;9;"Sixt";"United States of America";"56";"0.00";"NULL";"6/7/2022";21;"2/7/2022";17;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"302";"CXAR";"CXAR";"114.84";"0.00";"1051.72";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"59970";"RES-368625";"SM002-84635";488695;6;"Leisure";"United Kingdom";"45";"1418.42";"2019";"18/9/2022";11;"13/7/2022";9;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"76826";"2";"FVMR";"FVMR";"130.18";"0.00";"1176.55";"Retail-Call center-Call center";"Retail";1;"Opel";"White";"Travel Agency 2";"IN";"38.63";"212.62"
"47241";"RES-378000";"NULL";466307;14;"NULL";"Israel";"NULL";"1207.83";"NULL";"27/9/2022";13;"4/8/2022";22;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"2";"FFAR";"FFAR";"0.00";"60.00";"1066.72";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"7126";"RES-387484";"SM503-8655";268766;3;"Sixt";"Austria";"63";"0.00";"2019";"5/9/2022";14;"26/8/2022";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"41801";"503";"CDMR";"CCMR";"0.00";"0.00";"123.60";"Retail-Sixt-Sixt";"Retail";1;"Fiat";"Blue";"Sixt Import Rates";"IN";"111.97";"0.00"
"37141";"RES-352880";"SM003-32649";438880;9;"Sixt";"United Kingdom";"55";"0.00";"2021";"9/7/2022";15;"9/6/2022";22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"36921";"3";"SFAR";"CDMR";"0.00";"32.50";"873.42";"Retail-Sixt-Sixt";"Retail";0;"Kia";"White";"Sixt Import Rates";"IN";"119.59";"137.87"
"8735";"RES-332764";"SM3MO-1435";402858;26;"Walk in";"Greece";"41";"0.00";"2019";"3/7/2022";14;"21/4/2022";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"34886";"003-MO";"SVMR";"SVMR";"0.00";"0.00";"111.08";"Corporate-Call center-Call center";"Corporate";0;"VW";"White";"COMPLIMENTARY RATES";"IN";"0.00";"0.00"
"40092";"RES-364534";"NULL";451337;4;"Sixt";"Italy";"57";"0.00";"NULL";"22/7/2022";21;"5/7/2022";17;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"712";"MTAR";"MTAR";"38.28";"14.52";"465.28";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"21562";"RES-348490";"NULL";434510;7;"Sixt";"Blank";"NULL";"0.00";"NULL";"12/6/2022";10;"1/6/2022";1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"312";"EDMR";"EDMR";"0.00";"50.82";"344.65";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"33";"RES-398478";"SM721-834";19478;7;"Sixt";"Germany";"48";"0.00";"2019";"23/9/2022";17;"20/9/2022";19;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"29165";"721";"EDMR";"EDMR";"42.77";"0.00";"232.19";"Corporate-Sixt-Sixt";"Corporate";2;"Skoda";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"26048";"RES-359440";"NULL";446036;1;"NULL";"Germany";"45";"29.76";"NULL";"25/6/2022";22;"24/6/2022";10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"2";"MDMR";"MDMR";"0.00";"0.00";"24.00";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"66472";"NULL";"SM002-76643";444697;11;"Walk in";"France";"75";"0.00";"2019";"21/6/2022";16;"21/6/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"41175";"2";"CDMR";"CDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Kia";"White";"Walk In Rates";"IN";"NULL";"NULL"
"20968";"RES-356443";"SM312-17113";442781;14;"Sixt";"Germany";"59";"0.00";"2019";"28/6/2022";18;"17/6/2022";20;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;"44520";"312";"CCMR";"CCMR";"133.98";"64.50";"723.12";"Retail-Sixt-Sixt";"Retail";0;"Renault";"White";"Sixt Import Rates";"IN";"0.00";"50.81"
"46865";"RES-382322";"SM701-20462";471297;20;"NULL";"Italy";"32";"1609.98";"2022";"16/8/2022";17;"15/8/2022";11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"2788";"701";"MDMR";"MDMR";"0.00";"0.00";"1298.37";"Retail Brokers Sixt";"Retail";0;"Fiat";"Blue";"Sixt Import Rates";"IN";"0.00";"0.00"
"36673";"RES-355665";"SM312-16948";441945;3;"Sixt";"Slovenia";"35";"0.00";"2022";"24/6/2022";13;"16/6/2022";9;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"820";"312";"MTMR";"MTMR";"28.71";"0.00";"215.79";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"Grey";"Sixt Import Rates";"IN";"10.64";"0.00"
"58650";"RES-354218";"SM003-33924";440387;1;"Sixt";"Canada";"28";"0.00";"2022";"14/8/2022";8;"13/6/2022";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"5321";"3";"FFAR";"EDAR";"0.00";"0.00";"136.19";"Retail Brokers Sixt";"Retail";0;"Mercedes -Benz";"White";"Sixt Import Rates";"IN";"0.00";"56.17"
"42000";"RES-369455";"SM302-38106";456689;3;"Sixt";"Germany";"28";"0.00";"2018";"8/8/2022";15;"14/7/2022";23;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"57877";"302";"PFAR";"FFAR";"21.30";"10.89";"533.92";"Retail-Sixt-Sixt";"Retail";0;"Audi";"Blue";"Sixt Import Rates";"IN";"104.08";"0.00"
"38953";"RES-374258";"SM712-18950";462086;4;"Sixt";"United States of America";"32";"0.00";"2019";"9/9/2022";19;"26/7/2022";20;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;"54235";"712";"EDMR";"EDMR";"0.00";"14.44";"259.73";"Corporate-Sixt-Sixt";"Corporate";0;"Nissan";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"65560";"NULL";"SM302-36534";454530;1;"Walk in";"Brazil";"50";"0.00";"2019";"11/7/2022";11;"11/7/2022";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"40444";"302";"EDMR";"EDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Nissan";"White";"Walk In Rates";"IN";"NULL";"NULL"
"29441";"RES-374776";"NULL";450074;8;"Sixt";"Blank";"26";"0.00";"NULL";"14/8/2022";12;"27/7/2022";23;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"701";"EXAR";"EXAR";"89.36";"0.00";"1182.66";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"34630";"RES-363027";"SM302-38087";449794;4;"Sixt";"Austria";"28";"0.00";"2022";"8/8/2022";11;"2/7/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"1080";"302";"CDAR";"CDAR";"0.00";"0.00";"178.41";"Retail Brokers Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"52.78";"0.00"
"45205";"RES-376443";"NULL";464585;4;"Online Broker";"Blank";"NULL";"512.51";"NULL";"17/8/2022";18;"1/8/2022";13;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"301";"CXMR";"CXMR";"0.00";"14.52";"427.91";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"62343";"RES-354910";"SM003-31812";441143;9;"Sixt";"Spain";"46";"0.00";"2019";"15/6/2022";10;"14/6/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"43514";"3";"CCMR";"CCMR";"0.00";"0.00";"206.69";"Retail-Sixt-Sixt";"Retail";0;"Renault";"White";"Sixt Import Rates";"IN";"196.23";"0.00"
"30671";"RES-357984";"SM002-77055";444517;9;"Online Broker";"United Kingdom";"62";"433.03";"2019";"25/6/2022";7;"21/6/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"93336";"2";"FFAR";"CFAR";"0.00";"0.00";"349.22";"Retail Brokers Sixt";"Retail";0;"BMW";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"2187";"RES-389985";"SM002-83493";238940;20;"Sixt";"United States of America";"72";"0.00";"2022";"6/9/2022";13;"1/9/2022";2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"8543";"2";"FFMR";"IFMR";"255.20";"0.00";"1224.70";"Retail-Sixt-Sixt";"Retail";2;"Skoda";"Blue";"Sixt Import Rates";"IN";"124.20";"300.00"
"18194";"RES-347646";"NULL";433699;8;"Sixt";"Germany";"36";"0.00";"NULL";"22/6/2022";16;"30/5/2022";18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"721";"MDMR";"MDMR";"0.00";"29.04";"254.14";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"1205";"RES-292200";"NULL";114898;10;"Sixt";"Germany";"46";"0.00";"NULL";"14/9/2022";12;"25/9/2021";7;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"NULL";"609";"EDAR";"EDAR";"139.50";"0.00";"564.58";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"56827";"RES-385952";"SM002-82500";475374;3;"Sixt";"United States of America";"28";"0.00";"2019";"26/8/2022";11;"22/8/2022";23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"99509";"2";"CXMR";"CXMR";"0.00";"0.00";"195.11";"Retail Brokers Sixt";"Retail";0;"BMW";"Black";"Sixt Import Rates";"IN";"114.34";"98.98"
"48327";"RES-385273";"SM003-34425";474629;4;"Sixt";"Greece";"62";"0.00";"2019";"28/8/2022";11;"21/8/2022";17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"57402";"3";"EDMR";"EDMR";"0.00";"0.00";"72.83";"Retail-Sixt-Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"74.12";"0.00"
"43879";"RES-375522";"NULL";459902;4;"Sixt";"United States of America";"33";"0.00";"NULL";"15/9/2022";9;"29/7/2022";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"3";"MDMR";"MDMR";"0.00";"0.00";"175.74";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"60934";"RES-398220";"SM3MO-1737";489644;30;"Walk in";"Greece";"60";"0.00";"2018";"20/9/2022";15;"20/9/2022";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"62900";"003-MO";"FFAR";"FFAR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";9;"BMW";"Black";"COMPLIMENTARY RATES";"IN";"0.00";"0.00"
"30384";"RES-367222";"SM002-84666";454284;4;"Sixt";"Finland";"39";"1709.33";"2017";"18/9/2022";16;"10/7/2022";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"88156";"2";"FVMR";"FVMR";"0.00";"0.00";"945.29";"Retail-Sixt-Sixt";"Retail";0;"VW";"White";"Sixt Import Rates";"IN";"240.25";"192.95"
"21435";"RES-348394";"NULL";434416;4;"Sixt";"Blank";"NULL";"0.00";"NULL";"8/6/2022";11;"31/5/2022";22;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"312";"EDMR";"EDMR";"0.00";"0.00";"123.51";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
