"";"Res.no";"Agr..no";"Driver.ID";"Days";"Agent.group";"Driver.Country_Disp";"Driver.Age";"Pre.paid.Amount";"First.Licence.Year";"Check.out.Date";"Check.out.Time";"Booking.Date";"Booking.Time";"AD";"B";"BC";"BE";"BF";"BO";"BR";"BS";"CS";"DI";"FDW";"LD";"NV";"PAI";"SC";"SS";"SUB";"TF";"TG";"UPS";"Upgra";"C.O.Mileage";"Check.out.Station";"Group";"Charged.group";"Internet.Insurance.Net.Revenue";"Internet.Non.Insurance.Net.Revenue";"Rental_Cost_Res";"Sales.Channel.2";"Segment";"Past.Rentals.Entry";"Manufacturer";"Color";"Rate.title";"Status";"OnDesk.Insurance.Net.Revenue";"OnDesk.Non.Insurance.Net.Revenue"
"40710";"RES-353576";"SM503-5794";439641;10;"Sixt";"France";"59";"0.00";"2019";"24/6/2022";14;"11/6/2022";15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"51169";"503";"EDMR";"MDMR";"0.00";"0.00";"284.85";"Retail-Sixt-Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"111.04";"0.00"
"29472";"RES-363258";"SM712-17069";450066;2;"Sixt";"United States of America";"26";"0.00";"2022";"3/7/2022";12;"3/7/2022";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1291";"712";"IFAR";"CFAR";"0.00";"0.00";"293.58";"Retail Brokers Sixt";"Retail";0;"Fiat";"Grey";"Sixt Import Rates";"IN";"46.57";"64.79"
"26454";"RES-360441";"SM002-82619";447238;13;"Online Broker";"Spain";"34";"1030.81";"2017";"27/8/2022";19;"27/6/2022";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"98924";"2";"CCMR";"CCMR";"0.00";"0.00";"831.30";"Retail Brokers Sixt";"Retail";0;"Renault";"Bez";"Sixt Import Rates";"IN";"0.00";"0.00"
"32596";"RES-370772";"SM002-80164";458184;2;"Sixt";"Germany";"62";"371.40";"2018";"27/7/2022";13;"18/7/2022";13;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;"74580";"2";"SFMR";"SFMR";"35.10";"12.90";"299.52";"Retail-Sixt-Sixt";"Retail";0;"Renault";"Red";"Sixt Import Rates";"IN";"0.00";"0.00"
"58803";"RES-354570";"SM003-32991";440778;11;"Sixt";"Spain";"48";"0.00";"2022";"18/7/2022";10;"13/6/2022";21;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"4161";"3";"CFMR";"MDMR";"0.00";"0.00";"853.54";"Retail Brokers Sixt";"Retail";0;"VW";"Grey";"Sixt Import Rates";"IN";"129.27";"114.75"
"49789";"RES-384871";"NULL";474137;12;"NULL";"Belgium";"NULL";"359.39";"NULL";"7/9/2022";11;"20/8/2022";16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"503";"EDMR";"EDMR";"0.00";"0.00";"289.83";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"2149";"RES-387902";"SM503-9200";122050;5;"Sixt";"Israel";"27";"0.00";"2019";"17/9/2022";14;"27/8/2022";13;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"69289";"503";"CCMR";"CCMR";"85.35";"0.00";"239.35";"Retail-Sixt-Sixt";"Retail";1;"Renault";"Blue";"Sixt Import Rates";"IN";"0.00";"0.00"
"9772";"RES-371880";"SM002-79753";134677;3;"Sixt";"Greece";"52";"0.00";"2022";"22/7/2022";23;"20/7/2022";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"12163";"2";"MDMR";"MDMR";"0.00";"0.00";"180.96";"Retail-Sixt-Sixt";"Retail";1;"Fiat";"Grey";"Sixt Import Rates";"IN";"48.87";"0.00"
"66400";"NULL";"SM812-5978";447543;5;"Walk in";"Germany";"36";"0.00";"2019";"27/6/2022";18;"27/6/2022";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"67536";"812";"MDMR";"CDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Fiat";"White";"Walk In Rates";"IN";"NULL";"NULL"
"32218";"RES-369271";"NULL";456487;14;"Sixt";"Netherlands";"NULL";"0.00";"NULL";"4/8/2022";19;"14/7/2022";14;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;"NULL";"312";"FFAR";"FFAR";"345.10";"50.82";"2301.10";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"34253";"RES-371594";"NULL";459046;5;"Sixt";"Israel";"26";"0.00";"NULL";"15/9/2022";12;"20/7/2022";9;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"503";"EDMR";"EDMR";"22.10";"0.00";"311.30";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"6547";"RES-398190";"SM503-9374";328391;1;"Sixt";"Russia";"34";"0.00";"2019";"21/9/2022";21;"20/9/2022";2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"58144";"503";"CCMR";"CCMR";"9.57";"0.00";"55.07";"Retail-Sixt-Sixt";"Retail";1;"Renault";"Blue";"Sixt Import Rates";"IN";"0.00";"0.00"
"64120";"NULL";"SM312-18677";469506;7;"Walk in";"Italy";"24";"0.00";"2022";"11/8/2022";19;"11/8/2022";19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"3458";"312";"EDMR";"EDMR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";0;"VW";"Red";"Walk In Rates";"IN";"NULL";"NULL"
"32774";"RES-370882";"SM302-38582";458316;7;"Sixt";"Germany";"35";"0.00";"2022";"16/8/2022";14;"18/7/2022";17;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;"5056";"302";"CDAR";"EDAR";"86.73";"25.41";"736.18";"Retail-Sixt-Sixt";"Retail";0;"Skoda";"White";"Sixt Import Rates";"IN";"24.72";"77.00"
"14278";"RES-331785";"NULL";415286;2;"Sixt";"Israel";"NULL";"0.00";"NULL";"10/8/2022";12;"18/4/2022";13;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"711";"EDAR";"EDAR";"0.00";"7.26";"339.55";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"31955";"RES-353533";"SM611-3271";439580;3;"Sixt";"Italy";"73";"0.00";"2019";"24/6/2022";13;"11/6/2022";13;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"37678";"611";"MDMR";"MDMR";"21.54";"10.89";"157.76";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"29.68";"0.00"
"27467";"RES-361087";"SM609-13956";447882;9;"Sixt";"France";"49";"0.00";"2022";"7/8/2022";13;"28/6/2022";15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"2083";"609";"FFAR";"FFAR";"0.00";"0.00";"1379.06";"Retail-Sixt-Sixt";"Retail";0;"Skoda";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"45771";"RES-367413";"SM712-18125";468514;4;"Online Broker";"Spain";"42";"278.58";"2022";"9/8/2022";18;"11/7/2022";9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"2004";"712";"MTMR";"MDMR";"0.00";"0.00";"224.65";"Retail Brokers Sixt";"Retail";0;"Fiat";"Grey";"Sixt Import Rates";"IN";"44.38";"52.32"
"22457";"RES-320675";"NULL";404488;5;"Sixt";"Netherlands";"57";"0.00";"NULL";"22/8/2022";12;"9/3/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"712";"JFAR";"JFAR";"0.00";"0.00";"978.65";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"66649";"NULL";"SM701-17878";435312;3;"Walk in";"Israel";"31";"0.00";"2021";"2/6/2022";10;"2/6/2022";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"5968";"701";"EDAR";"EDAR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Opel";"Blue";"Walk In Rates";"IN";"NULL";"NULL"
"26317";"RES-360217";"SM312-17138";446980;7;"Online Broker";"United Kingdom";"64";"280.96";"2019";"29/6/2022";13;"26/6/2022";14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"48471";"312";"EDMR";"EDMR";"0.00";"0.00";"226.58";"Retail Brokers Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"25.40"
"44688";"RES-377650";"SM701-20685";465891;1;"Sixt";"France";"30";"0.00";"2021";"22/8/2022";10;"4/8/2022";7;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"3396";"701";"MTAE";"EDAR";"9.57";"0.00";"68.42";"Corporate-Sixt-Sixt";"Corporate";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"20059";"RES-350995";"SM701-18050";436996;3;"Sixt";"France";"36";"0.00";"2019";"9/6/2022";15;"6/6/2022";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"81931";"701";"JFAR";"JFAR";"0.00";"0.00";"310.81";"Retail-Sixt-Sixt";"Retail";0;"MINI";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"33352";"RES-370700";"SM712-17608";458104;1;"NULL";"Canada";"28";"91.55";"2022";"22/7/2022";10;"18/7/2022";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"264";"712";"MDAR";"MDAR";"0.00";"0.00";"73.83";"Retail Brokers Sixt";"Retail";0;"Hyundai";"Red";"Sixt Import Rates";"IN";"0.00";"0.00"
"29139";"RES-352601";"SM002-75505";438606;3;"Sixt";"Australia";"32";"0.00";"2019";"10/6/2022";6;"9/6/2022";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"66484";"2";"MDMR";"MDMR";"0.00";"0.00";"92.84";"Retail Brokers Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"22038";"RES-356925";"SM002-76459";443362;11;"Sixt";"France";"26";"0.00";"2019";"20/6/2022";3;"19/6/2022";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"51697";"2";"MDMR";"MDMR";"0.00";"0.00";"236.09";"Retail-Sixt-Sixt";"Retail";0;"Skoda";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"58473";"RES-357295";"NULL";440250;6;"Sixt";"Blank";"NULL";"0.00";"NULL";"21/6/2022";12;"20/6/2022";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"3";"IFMR";"IFMR";"0.00";"0.00";"282.66";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"41951";"RES-369803";"SM302-37255";457081;7;"Sixt";"Germany";"47";"0.00";"2019";"23/7/2022";23;"15/7/2022";19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"53818";"302";"MDMR";"MDMR";"0.00";"0.00";"211.37";"Retail-Sixt-Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"85.95";"0.00"
"10665";"RES-329138";"SM312-18738";412445;6;"Sixt";"Bulgaria";"29";"0.00";"2022";"13/8/2022";17;"9/4/2022";21;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;"1";"312";"CDMR";"EDMR";"119.34";"0.00";"671.85";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"Grey";"Sixt Import Rates";"IN";"0.00";"131.72"
"8759";"RES-358715";"NULL";396235;3;"Sixt";"United States of America";"47";"0.00";"NULL";"23/6/2022";12;"22/6/2022";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"2";"EDMR";"EDMR";"0.00";"0.00";"83.13";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"12909";"RES-333602";"NULL";417205;7;"Sixt";"Finland";"47";"0.00";"NULL";"4/6/2022";11;"24/4/2022";15;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"312";"EDAR";"EDAR";"66.99";"25.41";"546.89";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"56630";"RES-399407";"NULL";490950;1;"NULL";"Greece";"NULL";"54.76";"NULL";"24/9/2022";12;"23/9/2022";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"503";"CDAR";"CDAR";"0.00";"0.00";"44.16";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"17080";"RES-341669";"NULL";427955;5;"Sixt";"Germany";"54";"0.00";"NULL";"12/6/2022";13;"24/5/2022";11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"2";"MDMR";"MDMR";"0.00";"18.15";"177.73";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"21189";"RES-356668";"SM712-18096";443055;5;"Sixt";"France";"45";"0.00";"2018";"8/8/2022";19;"18/6/2022";14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"18653";"712";"MTAR";"MTAR";"0.00";"0.00";"621.48";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"Red";"Sixt Import Rates";"IN";"99.92";"0.00"
"17679";"RES-339428";"SM002-77152";425916;14;"NULL";"Denmark";"67";"491.68";"2019";"26/6/2022";3;"23/5/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"63029";"2";"MDMR";"MDMR";"0.00";"0.00";"396.52";"Retail Brokers Sixt";"Retail";0;"Renault";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"24363";"RES-356967";"SM802-9589";443415;7;"Sixt";"France";"44";"0.00";"2019";"9/7/2022";18;"19/6/2022";12;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;"56174";"802";"EDMR";"EDMR";"86.73";"0.00";"507.60";"Retail-Sixt-Sixt";"Retail";0;"Nissan";"White";"Sixt Import Rates";"IN";"24.72";"0.00"
"25403";"RES-343450";"SM112-3612";429484;7;"NULL";"Italy";"61";"381.39";"2019";"20/7/2022";11;"24/5/2022";20;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"32077";"112";"MDMR";"MDMR";"0.00";"0.00";"307.57";"Retail Brokers Sixt";"Retail";0;"VW";"Grey";"Sixt Import Rates";"IN";"82.65";"0.00"
"16140";"RES-324669";"SM312-17363";408135;15;"Sixt";"Germany";"46";"0.00";"2017";"6/7/2022";10;"26/3/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"78258";"312";"FVMR";"FVMR";"0.00";"0.00";"2408.59";"Retail-Sixt-Sixt";"Retail";0;"VW";"White";"Sixt Import Rates";"IN";"616.76";"208.73"
"18209";"RES-347770";"SM312-17979";433824;9;"Sixt";"Belgium";"43";"0.00";"2019";"22/7/2022";17;"30/5/2022";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"82096";"312";"EDMR";"EDMR";"0.00";"0.00";"698.26";"Retail-Sixt-Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"20583";"RES-344411";"NULL";430354;8;"Sixt";"Blank";"NULL";"0.00";"NULL";"2/8/2022";10;"25/5/2022";16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"503";"SXAR";"SXAR";"0.00";"0.00";"536.20";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"39260";"RES-373109";"SM002-82764";460754;11;"Sixt";"United States of America";"41";"0.00";"2021";"29/8/2022";12;"24/7/2022";2;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;"38436";"2";"CFAR";"CFAR";"174.05";"39.93";"1102.21";"Retail-Sixt-Sixt";"Retail";0;"Hyundai";"Grey";"Sixt Import Rates";"IN";"0.00";"110.18"
"34729";"RES-360926";"SM701-18737";447702;6;"Sixt";"Qatar";"26";"0.00";"2022";"1/7/2022";12;"28/6/2022";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1300";"701";"PJAH";"PJAH";"0.00";"0.00";"1608.54";"Retail-Sixt-Sixt";"Retail";0;"Jeep";"Black";"Sixt Import Rates";"IN";"445.70";"21.67"
"20927";"RES-344587";"SM312-18395";430493;6;"Sixt";"Canada";"50";"0.00";"2019";"3/8/2022";19;"25/5/2022";16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"52246";"312";"FFAR";"FFAR";"0.00";"0.00";"1220.19";"Retail-Sixt-Sixt";"Retail";0;"BMW";"Grey";"Sixt Import Rates";"IN";"147.82";"0.00"
"63545";"NULL";"SM503-8424";479083;4;"Walk in";"Hungary";"50";"0.00";"2019";"30/8/2022";18;"30/8/2022";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"60318";"503";"MDAR";"MDAR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Citroen";"White";"Walk In Rates";"IN";"NULL";"NULL"
"39971";"RES-364653";"SM312-17614";451449;7;"Sixt";"Poland";"38";"0.00";"2019";"12/7/2022";9;"5/7/2022";22;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"47274";"312";"EDMR";"EDMR";"0.00";"0.00";"273.35";"Retail-Sixt-Sixt";"Retail";0;"Hyundai";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"7797";"RES-319427";"SM002-77977";403377;14;"Online Broker";"Switzerland";"53";"1626.18";"2019";"4/7/2022";11;"3/3/2022";16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"42403";"2";"SWMR";"SWMR";"0.00";"0.00";"1326.50";"Retail Brokers Sixt";"Retail";0;"Skoda";"Grey";"Sixt Import Rates";"IN";"0.00";"115.81"
"49246";"RES-388542";"SM312-19359";478254;14;"Online Broker";"Norway";"53";"1497.25";"2019";"1/9/2022";13;"29/8/2022";9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"55479";"312";"FVMR";"FVMR";"0.00";"0.00";"1207.46";"Retail Brokers Sixt";"Retail";0;"Opel";"White";"Sixt Import Rates";"IN";"0.00";"169.07"
"46473";"RES-379764";"SM3MO-1602";468438;30;"Walk in";"Greece";"47";"0.00";"2022";"10/8/2022";18;"9/8/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"13474";"003-MO";"FFAR";"FFAR";"0.00";"0.00";"114.69";"Retail-Call center-Call center";"Retail";12;"BMW";"Grey";"COMPLIMENTARY RATES";"IN";"0.00";"0.00"
"6854";"RES-376728";"SM701-19939";358529;4;"Sixt";"United States of America";"28";"0.00";"2019";"3/8/2022";4;"2/8/2022";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"63985";"701";"MDAR";"MDAR";"0.00";"0.00";"426.66";"Retail-Sixt-Sixt";"Retail";1;"Citroen";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"67182";"NULL";"SM3MO-1366";89268;30;"Corporate";"Greece";"67";"0.00";"2017";"11/6/2022";12;"20/9/2021";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"88000";"003-MO";"CCMR";"CCMR";"0.00";"0.00";"0.00";"Corporate-Sixt-Sixt";"Corporate";1990;"Renault";"White";"Corporate 1";"IN";"NULL";"NULL"
"30262";"RES-366980";"SM112-3616";454013;5;"NULL";"Italy";"59";"282.91";"2017";"21/7/2022";9;"10/7/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"77860";"112";"MDMR";"MDMR";"0.00";"0.00";"228.15";"Retail Brokers Sixt";"Retail";0;"Renault";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"10914";"RES-326334";"SM002-78393";409719;13;"NULL";"Netherlands";"60";"890.44";"2022";"8/7/2022";20;"1/4/2022";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"2970";"2";"CCMR";"CCMR";"0.00";"0.00";"718.10";"Retail Brokers Sixt";"Retail";0;"Renault";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"31342";"RES-366320";"SM002-83634";453212;14;"Sixt";"United Kingdom";"58";"0.00";"2019";"7/9/2022";19;"8/7/2022";22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"58978";"2";"CCAR";"EDMR";"0.00";"0.00";"616.73";"Retail-Sixt-Sixt";"Retail";0;"Mazda";"Black";"Sixt Import Rates";"IN";"0.00";"0.00"
"10472";"RES-322979";"NULL";406528;7;"Online Broker";"Germany";"NULL";"329.46";"NULL";"11/6/2022";10;"19/3/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"609";"MDMR";"MDMR";"0.00";"0.00";"265.69";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"57082";"RES-386032";"NULL";475450;1;"Sixt";"United States of America";"NULL";"0.00";"NULL";"3/9/2022";9;"23/8/2022";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"2";"CXAR";"CXAR";"0.00";"0.00";"88.43";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"57578";"RES-394460";"SM812-7028";485127;7;"NULL";"Switzerland";"25";"210.40";"2019";"11/9/2022";11;"11/9/2022";8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"64428";"812";"MDMR";"MDMR";"0.00";"0.00";"179.83";"Retail Brokers Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"0.00";"46.55"
"35982";"RES-367948";"SM503-7026";455037;4;"Sixt";"United States of America";"43";"0.00";"2019";"23/7/2022";10;"12/7/2022";3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"69291";"503";"EDMR";"MDMR";"0.00";"0.00";"377.67";"Retail Brokers Sixt";"Retail";0;"Nissan";"White";"Sixt Import Rates";"IN";"107.11";"0.00"
"51083";"RES-383498";"NULL";472605;3;"Sixt";"Blank";"NULL";"0.00";"NULL";"22/9/2022";14;"17/8/2022";16;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;"NULL";"611";"EDMR";"EDMR";"47.82";"0.00";"274.00";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"51676";"RES-384364";"SM701-20611";473537;13;"Sixt";"United Kingdom";"36";"0.00";"2019";"20/8/2022";14;"19/8/2022";11;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;"45155";"701";"CTAR";"CTAR";"217.88";"0.00";"2797.98";"Retail-Sixt-Sixt";"Retail";0;"Audi";"Black";"Sixt Import Rates";"IN";"363.20";"0.00"
"16775";"RES-342219";"SM609-11877";428428;6;"Sixt";"Italy";"36";"0.00";"2022";"1/6/2022";10;"24/5/2022";12;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"2";"609";"MDMR";"MDMR";"57.42";"21.78";"316.32";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"Grey";"Sixt Import Rates";"IN";"38.23";"21.77"
"35907";"RES-367783";"SM302-37283";454882;9;"Sixt";"Netherlands";"28";"0.00";"2022";"24/7/2022";12;"11/7/2022";21;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"2808";"302";"EDMR";"EDMR";"64.62";"0.00";"468.81";"Retail-Sixt-Sixt";"Retail";0;"Opel";"White";"Sixt Import Rates";"IN";"53.23";"0.00"
"23530";"RES-355456";"SM003-31948";432520;4;"Sixt";"Greece";"65";"0.00";"2018";"19/6/2022";10;"15/6/2022";18;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"79343";"3";"FFAR";"FFAR";"0.00";"0.00";"157.46";"Retail-Sixt-Sixt";"Retail";0;"BMW";"White";"Sixt Import Rates";"IN";"83.35";"0.00"
"56305";"RES-393311";"NULL";482988;3;"Sixt";"Romania";"41";"0.00";"NULL";"13/9/2022";9;"8/9/2022";7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"609";"EDMR";"EDMR";"0.00";"0.00";"160.84";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"26230";"RES-347347";"SM3MO-1760";433411;30;"Corporate";"Greece";"40";"0.00";"2019";"28/9/2022";15;"30/5/2022";11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"63250";"003-MO";"CXMR";"CXMR";"0.00";"0.00";"435.07";"Corporate-Call center-Call center";"Corporate";1;"BMW";"White";"Corporate rates 3 seasons";"IN";"0.00";"0.00"
"10090";"RES-312087";"SM002-79921";397084;10;"NULL";"Israel";"64";"1234.02";"2022";"24/7/2022";13;"18/1/2022";21;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"9871";"2";"FFAR";"FFAR";"0.00";"0.00";"995.18";"Retail Brokers Sixt";"Retail";0;"BMW";"Black";"Sixt Import Rates";"IN";"0.00";"0.00"
"5417";"RES-331640";"SM003-32964";276772;1;"Sixt";"Brazil";"40";"0.00";"2017";"17/7/2022";12;"18/4/2022";0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"102231";"3";"CTAR";"CTAR";"22.92";"0.00";"228.54";"Retail-Sixt-Sixt";"Retail";0;"Audi";"Black";"Sixt Import Rates";"IN";"3.76";"0.00"
"11247";"RES-351841";"NULL";402293;30;"Sixt";"United States of America";"46";"0.00";"NULL";"28/7/2022";8;"7/6/2022";17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"2";"XFAR";"XFAR";"0.00";"0.00";"13958.89";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
